model,method,sample_id,dataset,selected_budget,task_correct,unsafe_acceptance,supported_correct,gpu_energy_joule,latency_ms
13b,random,visual_counterfact_color_000233,visual_counterfact_color,432,True,False,True,70.07119027614594,305.0378244370222
13b,random,visual_counterfact_color_000236,visual_counterfact_color,432,True,False,True,36.833277878761294,144.58847977221012
13b,random,visual_counterfact_color_000239,visual_counterfact_color,432,True,False,True,45.3891787815094,156.16437420248985
13b,random,visual_counterfact_color_000246,visual_counterfact_color,432,True,False,True,45.46484779596328,139.54348489642143
13b,random,visual_counterfact_color_000252,visual_counterfact_color,432,True,False,True,50.155405411720274,141.7863480746746
13b,random,visual_counterfact_color_000260,visual_counterfact_color,432,True,False,True,52.644603471755985,144.29902844130993
13b,random,visual_counterfact_color_000263,visual_counterfact_color,432,True,False,True,57.649527955055234,154.10706028342247
13b,random,visual_counterfact_color_000265,visual_counterfact_color,432,True,False,True,142.28745590925217,582.4816357344389
13b,random,visual_counterfact_color_000266,visual_counterfact_color,432,True,False,True,65.90212897062302,437.0759092271328
13b,random,visual_counterfact_color_000270,visual_counterfact_color,432,True,False,True,36.19501970410347,176.48327350616455
13b,random,visual_counterfact_color_000271,visual_counterfact_color,432,True,True,False,82.13553124785423,391.9918015599251
13b,random,visual_counterfact_color_000272,visual_counterfact_color,432,True,False,True,38.67664450407029,150.81005543470383
13b,random,visual_counterfact_color_000278,visual_counterfact_color,432,True,False,True,41.00720245957375,144.34336684644222
13b,random,visual_counterfact_color_000281,visual_counterfact_color,432,True,False,True,53.03354039430618,179.8054799437523
13b,random,visual_counterfact_color_000282,visual_counterfact_color,432,True,False,True,179.92180386424064,770.2041547745466
13b,random,visual_counterfact_color_000285,visual_counterfact_color,432,True,False,True,26.620029249191287,156.3094276934862
13b,random,visual_counterfact_color_000286,visual_counterfact_color,432,True,False,True,41.412231945991515,205.01151494681835
13b,random,visual_counterfact_color_000289,visual_counterfact_color,432,True,False,True,63.43313127160073,262.4385003000498
13b,random,visual_counterfact_color_000294,visual_counterfact_color,432,True,False,True,48.68150742173195,170.3828200697899
13b,random,visual_counterfact_color_000299,visual_counterfact_color,432,True,False,True,44.07970525741577,190.32982736825943
13b,random,visual_counterfact_color_000309,visual_counterfact_color,432,True,False,True,31.895932402610775,137.26277463138103
13b,random,visual_counterfact_color_000312,visual_counterfact_color,432,True,False,True,37.02620951652526,156.7053496837616
13b,random,visual_counterfact_color_000314,visual_counterfact_color,432,True,False,True,36.13719888806342,144.30677518248558
13b,random,visual_counterfact_color_000316,visual_counterfact_color,432,True,False,True,46.196905869245526,162.00497932732105
13b,random,visual_counterfact_color_000319,visual_counterfact_color,432,True,False,True,54.35384454727173,161.59163415431976
13b,random,visual_counterfact_color_000321,visual_counterfact_color,432,True,False,True,54.56780351400376,146.09608054161072
13b,random,visual_counterfact_color_000326,visual_counterfact_color,432,True,False,True,86.4965435576439,231.03512823581696
13b,random,visual_counterfact_color_000327,visual_counterfact_color,432,True,True,False,122.01693952798844,373.17403964698315
13b,random,visual_counterfact_color_000329,visual_counterfact_color,432,True,False,True,40.96196660399437,137.95875199139118
13b,random,visual_counterfact_color_000330,visual_counterfact_color,432,True,False,True,50.01257206916809,171.21582850813866
13b,random,visual_counterfact_color_000333,visual_counterfact_color,432,True,True,False,22.16215426325798,173.99417608976364
13b,random,visual_counterfact_color_000341,visual_counterfact_color,432,True,False,True,55.46321118712425,362.80547082424164
13b,random,visual_counterfact_color_000354,visual_counterfact_color,432,True,False,True,29.88240868806839,149.27438274025917
13b,random,visual_counterfact_color_000358,visual_counterfact_color,432,True,False,True,37.3182317507267,150.86692571640015
13b,random,visual_counterfact_color_000359,visual_counterfact_color,432,True,False,True,251.41986784338954,1387.795202434063
13b,random,visual_counterfact_color_000361,visual_counterfact_color,432,True,False,True,23.104015964269635,144.35217529535294
13b,random,visual_counterfact_color_000363,visual_counterfact_color,432,True,False,True,29.840468657016753,150.48786252737045
13b,random,visual_counterfact_color_000364,visual_counterfact_color,432,True,False,True,120.67909717082978,525.1967813819647
13b,random,visual_counterfact_color_000368,visual_counterfact_color,432,True,False,True,34.1798863196373,139.23365995287895
13b,random,visual_counterfact_color_000374,visual_counterfact_color,432,True,False,True,38.477461063861846,138.83566856384277
13b,random,visual_counterfact_color_000375,visual_counterfact_color,432,True,False,True,42.335639369487765,151.32783725857735
